"性別 コード","性別","時間軸（年次） コード","時間軸（年次）","年齢区分（簡易生命表） コード","年齢区分（簡易生命表）","/表章項目","生存数(lx)【人】","死亡数(ndx)【人】","死亡率(nqx)","平均余命(ex)","定常人口(nLx)","定常人口(Tx)"
"10","男","2013000000","2013年","309400","94年","","10399","2327","0.22377","3.17","9205","32936"
"10","男","2013000000","2013年","309500","95年","","8072","1962","0.24305","2.94","7061","23732"
"10","男","2013000000","2013年","309600","96年","","6110","1609","0.26337","2.73","5277","16671"
"10","男","2013000000","2013年","309700","97年","","4501","1281","0.28473","2.53","3834","11395"
"10","男","2013000000","2013年","309800","98年","","3219","989","0.30714","2.35","2702","7561"
"10","男","2013000000","2013年","309900","99年","","2230","737","0.33060","2.18","1843","4858"
"10","男","2013000000","2013年","310000","100年","","1493","530","0.35508","2.02","1213","3016"
"10","男","2013000000","2013年","310100","101年","","963","366","0.38055","1.87","768","1803"
"10","男","2013000000","2013年","310200","102年","","596","243","0.40698","1.74","466","1035"
"10","男","2013000000","2013年","310300","103年","","354","154","0.43430","1.61","271","569"
"10","男","2013000000","2013年","310400","104年","","200","93","0.46243","1.49","150","298"
"10","男","2013000000","2013年","410500","105～年","","108","108","1.00000","1.38","149","149"
"10","男","2012000000","2012年","100000","0週","","100000","77","0.00077","79.94","1917","7994228"
"10","男","2012000000","2012年","100001","1週","","99923","11","0.00011","79.98","1916","7992311"
"10","男","2012000000","2012年","100002","2週","","99912","8","0.00008","79.97","1916","7990395"
"10","男","2012000000","2012年","100003","3週","","99904","6","0.00006","79.96","1916","7988479"
"10","男","2012000000","2012年","100004","4週","","99898","26","0.00026","79.95","8985","7986563"
"10","男","2012000000","2012年","200020","2月","","99872","18","0.00018","79.88","8322","7977578"
"10","男","2012000000","2012年","200030","3月","","99854","37","0.00037","79.81","24958","7969256"
"10","男","2012000000","2012年","200060","6月","","99817","46","0.00046","79.59","49897","7944297"
"10","男","2012000000","2012年","300000","0年","","100000","230","0.00230","79.94","99827","7994228"
"10","男","2012000000","2012年","300100","1年","","99770","31","0.00031","79.13","99751","7894401"
"10","男","2012000000","2012年","300200","2年","","99740","23","0.00023","78.15","99729","7794650"
"10","男","2012000000","2012年","300300","3年","","99717","18","0.00018","77.17","99708","7694920"
"10","男","2012000000","2012年","300400","4年","","99699","14","0.00015","76.18","99692","7595213"
"10","男","2012000000","2012年","300500","5年","","99685","13","0.00013","75.19","99678","7495521"
"10","男","2012000000","2012年","300600","6年","","99672","12","0.00012","74.20","99666","7395843"
"10","男","2012000000","2012年","300700","7年","","99660","10","0.00010","73.21","99655","7296177"
"10","男","2012000000","2012年","300800","8年","","99650","9","0.00009","72.22","99645","7196523"
"10","男","2012000000","2012年","300900","9年","","99640","8","0.00008","71.22","99636","7096878"
"10","男","2012000000","2012年","301000","10年","","99633","7","0.00007","70.23","99629","6997241"
"10","男","2012000000","2012年","301100","11年","","99626","7","0.00007","69.24","99622","6897612"
"10","男","2012000000","2012年","301200","12年","","99618","9","0.00009","68.24","99614","6797990"
"10","男","2012000000","2012年","301300","13年","","99609","11","0.00011","67.25","99604","6698376"
"10","男","2012000000","2012年","301400","14年","","99598","14","0.00015","66.25","99591","6598772"
"10","男","2012000000","2012年","301500","15年","","99584","18","0.00018","65.26","99575","6499181"
"10","男","2012000000","2012年","301600","16年","","99566","23","0.00023","64.28","99554","6399606"
"10","男","2012000000","2012年","301700","17年","","99542","29","0.00029","63.29","99528","6300052"
"10","男","2012000000","2012年","301800","18年","","99513","36","0.00036","62.31","99496","6200523"
"10","男","2012000000","2012年","301900","19年","","99477","43","0.00043","61.33","99456","6101028"
"10","男","2012000000","2012年","302000","20年","","99434","49","0.00049","60.36","99410","6001572"
"10","男","2012000000","2012年","302100","21年","","99385","54","0.00054","59.39","99359","5902161"
"10","男","2012000000","2012年","302200","22年","","99332","58","0.00058","58.42","99303","5802803"
"10","男","2012000000","2012年","302300","23年","","99274","61","0.00061","57.45","99244","5703500"
"10","男","2012000000","2012年","302400","24年","","99213","62","0.00063","56.49","99182","5604256"
"10","男","2012000000","2012年","302500","25年","","99151","63","0.00063","55.52","99120","5505074"
"10","男","2012000000","2012年","302600","26年","","99088","62","0.00063","54.56","99057","5405954"
"10","男","2012000000","2012年","302700","27年","","99026","62","0.00062","53.59","98995","5306897"
"10","男","2012000000","2012年","302800","28年","","98964","61","0.00061","52.62","98934","5207902"
"10","男","2012000000","2012年","302900","29年","","98904","61","0.00062","51.66","98873","5108968"
"10","男","2012000000","2012年","303000","30年","","98842","63","0.00064","50.69","98811","5010095"
"10","男","2012000000","2012年","303100","31年","","98779","65","0.00065","49.72","98747","4911284"
"10","男","2012000000","2012年","303200","32年","","98715","66","0.00067","48.75","98682","4812536"
"10","男","2012000000","2012年","303300","33年","","98649","68","0.00069","47.78","98615","4713855"
"10","男","2012000000","2012年","303400","34年","","98580","72","0.00073","46.82","98544","4615240"
"10","男","2012000000","2012年","303500","35年","","98508","77","0.00078","45.85","98470","4516696"
"10","男","2012000000","2012年","303600","36年","","98431","83","0.00085","44.89","98390","4418226"
"10","男","2012000000","2012年","303700","37年","","98347","90","0.00091","43.92","98303","4319836"
"10","男","2012000000","2012年","303800","38年","","98258","96","0.00098","42.96","98210","4221533"
"10","男","2012000000","2012年","303900","39年","","98161","103","0.00105","42.01","98110","4123323"
"10","男","2012000000","2012年","304000","40年","","98058","112","0.00115","41.05","98003","4025212"
"10","男","2012000000","2012年","304100","41年","","97946","125","0.00127","40.10","97884","3927210"
"10","男","2012000000","2012年","304200","42年","","97821","138","0.00141","39.15","97753","3829325"
"10","男","2012000000","2012年","304300","43年","","97683","152","0.00155","38.20","97608","3731572"
"10","男","2012000000","2012年","304400","44年","","97531","165","0.00169","37.26","97450","3633964"
"10","男","2012000000","2012年","304500","45年","","97366","178","0.00183","36.32","97278","3536514"
"10","男","2012000000","2012年","304600","46年","","97188","194","0.00200","35.39","97092","3439236"
"10","男","2012000000","2012年","304700","47年","","96994","215","0.00221","34.46","96888","3342143"
"10","男","2012000000","2012年","304800","48年","","96779","238","0.00246","33.53","96662","3245255"
"10","男","2012000000","2012年","304900","49年","","96541","263","0.00272","32.61","96411","3148593"
"10","男","2012000000","2012年","305000","50年","","96278","286","0.00297","31.70","96137","3052182"
"10","男","2012000000","2012年","305100","51年","","95992","312","0.00325","30.79","95838","2956045"
"10","男","2012000000","2012年","305200","52年","","95680","340","0.00355","29.89","95512","2860208"
"10","男","2012000000","2012年","305300","53年","","95340","369","0.00387","29.00","95158","2764695"
"10","男","2012000000","2012年","305400","54年","","94971","400","0.00421","28.11","94773","2669538"
"10","男","2012000000","2012年","305500","55年","","94570","434","0.00459","27.23","94357","2574764"
"10","男","2012000000","2012年","305600","56年","","94137","475","0.00504","26.35","93903","2480408"
"10","男","2012000000","2012年","305700","57年","","93662","523","0.00559","25.48","93405","2386505"
"10","男","2012000000","2012年","305800","58年","","93139","579","0.00622","24.62","92854","2293100"
"10","男","2012000000","2012年","305900","59年","","92559","638","0.00689","23.77","92245","2200246"
"10","男","2012000000","2012年","306000","60年","","91922","695","0.00757","22.93","91579","2108001"
"10","男","2012000000","2012年","306100","61年","","91226","758","0.00831","22.10","90853","2016422"
"10","男","2012000000","2012年","306200","62年","","90468","831","0.00918","21.28","90059","1925570"
"10","男","2012000000","2012年","306300","63年","","89637","904","0.01008","20.48","89191","1835511"
"10","男","2012000000","2012年","306400","64年","","88734","974","0.01097","19.68","88253","1746319"
"10","男","2012000000","2012年","306500","65年","","87760","1048","0.01194","18.89","87242","1658067"
"10","男","2012000000","2012年","306600","66年","","86712","1129","0.01302","18.12","86155","1570824"
"10","男","2012000000","2012年","306700","67年","","85583","1218","0.01423","17.35","84982","1484670"
"10","男","2012000000","2012年","306800","68年","","84365","1312","0.01555","16.59","83717","1399688"
"10","男","2012000000","2012年","306900","69年","","83053","1403","0.01690","15.84","82359","1315971"
"10","男","2012000000","2012年","307000","70年","","81650","1487","0.01821","15.11","80913","1233612"
"10","男","2012000000","2012年","307100","71年","","80163","1578","0.01969","14.38","79382","1152699"
"10","男","2012000000","2012年","307200","72年","","78585","1691","0.02152","13.66","77749","1073317"
"10","男","2012000000","2012年","307300","73年","","76893","1827","0.02376","12.95","75992","995568"
"10","男","2012000000","2012年","307400","74年","","75066","1985","0.02644","12.25","74088","919576"
"10","男","2012000000","2012年","307500","75年","","73081","2161","0.02957","11.57","72016","845488"
"10","男","2012000000","2012年","307600","76年","","70920","2356","0.03322","10.91","69759","773472"
"10","男","2012000000","2012年","307700","77年","","68564","2567","0.03744","10.26","67299","703713"
"10","男","2012000000","2012年","307800","78年","","65997","2793","0.04232","9.64","64620","636414"
"10","男","2012000000","2012年","307900","79年","","63204","3023","0.04783","9.05","61712","571795"
"10","男","2012000000","2012年","308000","80年","","60181","3246","0.05394","8.48","58576","510083"
"10","男","2012000000","2012年","308100","81年","","56935","3457","0.06072","7.93","55223","451507"
"10","男","2012000000","2012年","308200","82年","","53478","3646","0.06817","7.41","51670","396283"
"10","男","2012000000","2012年","308300","83年","","49832","3804","0.07634","6.92","47942","344614"
"10","男","2012000000","2012年","308400","84年","","46028","3928","0.08533","6.45","44073","296672"
"10","男","2012000000","2012年","308500","85年","","42100","4021","0.09551","6.00","40096","252599"
"10","男","2012000000","2012年","308600","86年","","38079","4064","0.10673","5.58","36049","212503"
"10","男","2012000000","2012年","308700","87年","","34015","4042","0.11882","5.19","31990","176454"
"10","男","2012000000","2012年","308800","88年","","29974","3953","0.13190","4.82","27987","144464"
"10","男","2012000000","2012年","308900","89年","","26020","3796","0.14590","4.48","24106","116478"
"10","男","2012000000","2012年","309000","90年","","22224","3574","0.16082","4.16","20416","92371"
"10","男","2012000000","2012年","309100","91年","","18650","3295","0.17667","3.86","16977","71956"
